,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.0,1.0,0.52,0.1,0.23,0.07,0.12,0.0
geotools.csv,0.33,0.31,0.64,0.22,0.41,0.98,0.15,0.0
google-collections.csv,1.0,0.57,0.72,0.84,0.64,0.44,0.84,0.11
l2j.csv,0.86,0.49,0.7,0.8,0.45,0.52,0.99,0.06
mediate.csv,0.47,0.46,0.97,0.39,0.65,0.37,0.74,0.16
projectfactory.csv,0.57,0.43,0.58,0.8,0.97,0.43,0.36,0.11
st-filteredstatistics.csv,0.58,0.59,0.63,0.99,0.54,0.5,0.45,0.04
thedata.csv,0.0,0.69,0.51,0.28,0.49,0.2,0.43,1.0
