,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.36,0.52,0.37,0.44,0.38,0.36,0.39,0.38,0.33,0.54,0.41,0.48,0.4
fido.csv,0.5,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.35,0.34,0.41,0.42,0.32,0.36,0.5,0.38,0.32,0.3,0.56,0.39,0.37
fluent-nhibernate.csv,0.83,0.72,0.85,0.74,0.97,0.83,0.92,0.98,0.89,0.71,0.9,0.94,0.95
galaxium.csv,0.56,0.4,0.62,0.62,0.68,0.47,0.53,0.62,0.47,0.35,0.5,0.63,0.48
itext.csv,0.34,0.52,0.43,0.47,0.46,0.57,0.36,0.38,0.4,0.43,0.75,0.41,0.48
mecat.csv,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.89,0.67,0.0,0.0,0.0,0.0
mediaportal.csv,0.5,0.36,0.66,0.9,0.72,0.37,0.58,0.95,0.38,0.34,0.43,0.5,0.44
ninject.csv,0.43,0.37,0.55,0.59,0.39,0.34,0.4,0.47,0.34,0.34,0.8,0.48,0.46
smartgwt.csv,0.44,0.88,0.51,0.53,0.56,0.51,0.47,0.49,0.57,0.49,0.54,0.62,0.71
sqlpower-library.csv,0.43,0.4,0.41,0.42,0.61,0.48,0.47,0.37,0.4,0.42,0.67,0.51,0.49
stuproa-cims.csv,0.45,0.83,0.47,0.49,0.56,0.39,0.52,0.4,0.33,0.41,0.43,0.56,0.49
uface.csv,0.35,0.35,0.33,0.41,0.29,0.33,0.33,0.36,0.33,0.33,0.38,0.41,0.37
