,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.81,0.34,0.31,0.52,0.51,0.05,1.0,0.19,0.07,1.0,0.11,0.13,0.79
fido.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.78,0.28,0.41,0.58,0.43,0.02,0.79,0.22,0.05,1.0,0.17,0.16,0.91
fluent-nhibernate.csv,0.67,0.28,0.2,0.39,0.31,0.0,0.75,0.27,0.11,0.75,0.0,1.0,0.75
galaxium.csv,0.77,0.22,1.0,0.92,0.74,0.0,0.76,0.32,0.0,0.96,1.0,0.29,0.61
itext.csv,0.86,0.36,0.51,1.0,0.66,0.07,0.82,0.27,0.1,1.0,0.38,0.23,0.89
mecat.csv,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.56,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.69,0.25,0.23,0.5,0.25,0.04,0.69,0.91,0.04,0.87,0.09,0.07,0.65
ninject.csv,0.77,0.25,0.47,0.82,0.56,0.04,0.74,0.29,0.03,0.87,1.0,0.11,0.63
smartgwt.csv,0.76,0.34,0.37,0.7,0.99,0.04,0.76,0.24,0.13,0.81,0.05,0.24,0.65
sqlpower-library.csv,0.98,0.25,0.38,0.6,0.22,0.05,0.74,0.22,0.07,0.88,0.17,0.11,0.65
stuproa-cims.csv,0.89,1.0,0.39,0.6,0.23,0.04,0.84,0.22,0.04,1.0,0.08,0.19,0.67
uface.csv,0.71,0.3,0.3,0.57,0.39,0.04,0.76,0.19,0.06,0.98,0.1,0.12,1.0
