,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.63,0.6,0.91,0.94,0.79,1.0,0.98,0.93,1.0,0.44,1.0,0.82,0.82
fido.csv,0.04,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.83,0.76,0.83,0.97,0.77,0.5,0.47,0.84,1.0,1.0,0.6,0.88,0.81
fluent-nhibernate.csv,0.09,0.42,0.23,0.35,0.11,0.0,0.16,0.1,0.33,0.39,0.0,1.0,0.14
galaxium.csv,0.72,0.73,0.91,0.35,0.46,0.0,0.6,0.43,0.0,0.85,0.4,0.59,0.75
itext.csv,0.54,0.42,0.69,0.94,0.67,0.5,0.47,0.74,1.0,0.43,0.6,0.88,0.38
mecat.csv,0.04,0.0,0.03,0.03,0.01,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.72,0.91,0.43,0.15,0.81,1.0,0.54,0.81,0.67,0.98,1.0,0.65,0.93
ninject.csv,0.93,0.91,0.51,0.41,0.74,1.0,0.81,0.57,0.67,1.0,1.0,0.88,0.81
smartgwt.csv,0.57,0.31,0.54,0.62,0.92,0.5,0.46,0.66,1.0,0.56,0.4,0.71,0.39
sqlpower-library.csv,1.0,0.76,0.8,0.91,0.67,0.75,0.56,0.76,1.0,0.7,0.6,0.82,0.56
stuproa-cims.csv,0.74,0.85,0.69,0.76,0.99,0.75,0.37,0.74,0.67,0.54,0.8,0.88,0.76
uface.csv,0.85,0.85,0.94,0.97,0.81,1.0,0.84,0.99,1.0,0.93,1.0,0.94,0.99
