,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.41,0.43,0.82,0.97,0.23,0.69,0.0,0.95,0.65,0.0,0.71,0.56,0.43
fido.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.65,0.73,0.47,0.8,0.31,0.8,0.39,0.71,0.93,0.0,0.27,0.46,0.17
fluent-nhibernate.csv,0.12,0.39,0.38,0.63,0.07,0.06,0.17,0.06,0.13,0.88,0.18,0.0,0.09
galaxium.csv,0.59,0.93,0.0,0.03,0.05,0.68,0.61,0.21,0.75,0.25,0.0,0.15,0.94
itext.csv,0.24,0.27,0.26,0.0,0.11,0.25,0.33,0.46,0.45,0.0,0.09,0.31,0.09
mecat.csv,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0
mediaportal.csv,0.88,0.99,0.56,0.17,0.75,0.86,0.78,0.02,0.88,1.0,0.87,0.93,1.0
ninject.csv,0.76,0.98,0.23,0.1,0.18,0.94,0.89,0.32,0.98,1.0,0.0,0.73,0.96
smartgwt.csv,0.47,0.22,0.37,0.3,0.0,0.46,0.44,0.49,0.33,0.88,0.71,0.23,0.43
sqlpower-library.csv,0.06,0.84,0.52,0.7,0.72,0.53,0.61,0.61,0.7,0.62,0.27,0.67,0.61
stuproa-cims.csv,0.24,0.0,0.44,0.57,0.99,0.7,0.22,0.6,0.77,0.0,0.85,0.37,0.74
uface.csv,0.94,0.73,0.89,0.83,0.39,0.87,0.83,0.97,0.85,0.12,0.82,0.74,0.0
