,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.58,0.33,0.24,0.13,0.05,0.0,0.31,0.37,0.44,0.48,0.99,0.53
e-bio-flow.csv,0.23,0.25,1.0,0.13,0.58,0.0,0.11,0.42,0.16,0.0,0.13,0.29
freedom-erp.csv,0.34,0.17,0.27,0.0,0.98,0.0,0.0,0.29,0.2,0.0,0.1,0.02
jbasic.csv,0.28,0.36,0.37,0.96,0.58,0.63,0.31,0.29,0.34,0.43,0.34,0.18
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.1,0.39,0.16,0.2,0.07,0.83,1.0,0.43,0.4,0.15,0.5,0.45
jsidplay2.csv,0.98,0.24,0.57,0.44,0.13,0.55,0.56,0.59,0.0,0.45,0.57,0.54
madman.csv,0.02,0.07,0.2,0.12,0.06,0.0,0.11,1.0,0.02,0.0,0.09,0.1
mule.csv,0.24,0.99,0.31,0.12,0.32,0.93,0.73,0.29,0.38,0.53,0.39,0.46
nunit.csv,0.28,0.49,0.27,0.19,0.14,0.63,0.11,0.14,0.26,0.29,0.28,0.93
power-architect.csv,0.44,0.62,0.64,0.28,0.51,0.68,0.56,0.55,0.98,0.63,0.61,0.56
reaper3d.csv,0.18,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.21
