,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.86,0.95,0.2,0.95,0.9,1.0,0.27,0.62,0.93,0.88,1.0,0.5
e-bio-flow.csv,0.19,0.21,1.0,0.11,0.56,0.0,0.09,0.38,0.13,0.0,0.11,0.25
freedom-erp.csv,0.29,0.14,0.23,0.0,0.98,0.0,0.0,0.25,0.17,0.0,0.08,0.02
jbasic.csv,0.24,0.32,0.33,0.95,0.63,0.6,0.27,0.25,0.3,0.38,0.3,0.15
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.08,0.34,0.13,0.17,0.06,1.0,1.0,0.38,0.37,0.12,0.48,0.4
jsidplay2.csv,0.97,0.99,0.67,0.97,0.99,0.6,1.0,1.0,0.93,0.88,0.78,0.75
madman.csv,0.02,0.06,0.17,0.1,0.05,0.0,0.09,1.0,0.02,0.0,0.07,0.08
mule.csv,0.2,0.99,0.27,0.1,0.28,1.0,0.73,0.25,0.35,0.5,0.34,0.42
nunit.csv,0.24,0.47,0.23,0.16,0.12,0.6,0.09,0.12,0.22,0.25,0.24,0.92
power-architect.csv,0.54,0.7,0.7,0.25,0.53,0.8,0.64,0.88,0.98,0.75,0.6,0.57
reaper3d.csv,0.15,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.18
