,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,1.0,0.0,2.0,0.0,1.0,153.0,2.0,23.0,0.0,40.0,0.0,1.0
e-bio-flow.csv,1.0,0.0,0.0,2.0,0.0,224.0,8.0,8.0,2.0,107.0,0.0,0.0
freedom-erp.csv,1.0,2.0,1.0,128.0,0.0,224.0,70.0,0.0,0.0,107.0,0.0,0.0
jbasic.csv,0.0,1.0,2.0,0.0,3.0,37.0,6.0,6.0,0.0,3.0,0.0,10.0
jgossipforum.csv,78.0,238.0,81.0,128.0,166.0,0.0,70.0,56.0,67.0,107.0,304.0,191.0
joustsim.csv,2.0,0.0,5.0,3.0,1.0,77.0,0.0,3.0,0.0,5.0,0.0,1.0
jsidplay2.csv,0.0,0.0,6.0,0.0,1.0,90.0,22.0,16.0,0.0,35.0,0.0,0.0
madman.csv,0.0,1.0,0.0,0.0,3.0,224.0,2.0,0.0,0.0,107.0,0.0,7.0
mule.csv,1.0,0.0,2.0,1.0,0.0,28.0,4.0,9.0,0.0,16.0,0.0,0.0
nunit.csv,3.0,2.0,3.0,7.0,1.0,34.0,5.0,13.0,0.0,6.0,0.0,0.0
power-architect.csv,2.0,0.0,0.0,0.0,3.0,90.0,22.0,21.0,0.0,41.0,0.0,1.0
reaper3d.csv,2.0,0.0,1.0,0.0,166.0,224.0,70.0,56.0,67.0,0.0,0.0,0.0
