,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,0.0,0.24,0.02,0.92,0.42,0.15,0.12,0.18,0.38,0.24,0.27,0.1,0.22,0.2,0.0,0.02
codeblocks.csv,0.33,0.97,0.13,0.34,0.54,0.36,0.27,0.41,0.6,0.52,0.31,0.54,0.63,0.0,0.53,0.55,0.13
grisbi.csv,0.3,0.67,0.42,0.27,0.64,0.64,0.95,0.35,0.44,0.53,0.51,0.67,0.71,0.29,0.57,0.66,0.43
libmesh.csv,0.42,0.31,0.38,0.25,0.12,0.49,0.39,0.43,0.96,0.36,0.24,0.3,0.24,0.46,0.26,0.23,0.28
panda3d.csv,0.02,0.26,0.27,0.19,0.17,0.5,0.04,0.1,0.22,0.36,0.23,0.92,0.43,0.12,0.2,0.5,0.2
proftp.csv,0.41,0.32,0.52,0.41,0.37,0.89,0.4,0.42,0.14,0.13,0.44,0.46,0.18,0.39,0.46,0.39,0.1
red5.csv,0.54,0.24,0.48,0.98,0.06,0.16,0.06,0.48,0.54,0.26,0.0,0.31,0.44,0.16,0.67,0.26,0.44
skia.csv,0.35,0.19,0.61,0.45,0.33,0.37,0.2,0.59,0.18,0.13,0.24,0.42,0.13,0.44,1.0,0.51,0.43
soar.csv,0.48,0.41,0.6,0.5,0.42,0.42,0.24,0.52,0.55,0.47,0.49,0.44,0.49,1.0,0.37,0.48,0.61
super-tux.csv,0.59,0.21,0.53,0.54,0.41,0.13,0.0,0.55,0.0,0.0,0.09,0.13,1.0,0.04,0.17,0.0,0.45
t-2.csv,0.55,0.36,0.38,0.48,0.64,0.36,0.0,0.95,0.59,0.0,0.23,0.46,0.4,0.63,0.29,0.38,0.54
tart.csv,0.17,0.11,0.27,0.02,0.12,0.44,0.18,0.39,0.05,0.0,0.83,0.0,0.12,0.0,0.05,0.02,0.16
tcvp.csv,0.2,0.48,0.49,0.33,0.33,0.2,0.25,0.07,0.1,0.82,0.24,0.49,0.12,0.56,0.3,0.3,0.45
tencompetence.csv,0.48,0.31,0.36,0.36,0.37,0.16,0.3,0.36,0.34,0.13,0.0,0.3,0.39,0.43,0.26,0.04,0.98
utgb.csv,0.35,0.2,0.98,0.38,0.17,0.2,0.13,0.06,0.0,0.0,0.0,0.18,0.12,0.59,0.26,0.2,0.37
xbrlapi.csv,0.94,0.44,0.32,0.45,0.33,0.31,0.57,0.33,0.4,0.25,0.0,0.29,0.24,0.41,0.3,0.23,0.49
zemljanka.csv,0.09,0.42,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.71,0.05,0.56,0.29,0.09,0.98,0.0
