,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,1.0,1.0,0.81,0.98,0.1,0.64,0.88,0.91,0.85,0.67,0.81,0.78,0.92,0.82,0.83,1.0,0.98
codeblocks.csv,0.76,0.06,0.9,0.76,0.79,0.91,0.94,0.68,0.73,0.81,0.93,0.79,0.66,1.0,0.76,0.79,0.9
grisbi.csv,0.93,0.57,0.87,0.93,0.68,0.73,0.06,0.9,0.89,0.8,0.83,0.6,0.37,0.93,0.77,0.54,0.87
libmesh.csv,0.76,0.75,0.69,0.82,0.92,0.69,0.73,0.73,0.06,0.78,0.83,0.83,0.89,0.63,0.82,0.81,0.84
panda3d.csv,0.98,0.78,0.78,0.91,0.87,0.62,0.97,0.92,0.85,0.78,0.89,0.1,0.82,0.93,0.83,0.56,0.84
proftp.csv,0.72,0.75,0.59,0.7,0.7,0.13,0.66,0.65,0.95,0.89,0.65,0.64,0.87,0.72,0.68,0.67,0.95
red5.csv,0.67,0.83,0.69,0.04,0.96,0.88,0.97,0.66,0.55,0.8,1.06,0.81,0.81,0.88,0.43,0.81,0.74
skia.csv,0.75,0.84,0.51,0.68,0.74,0.69,0.85,0.65,0.85,0.91,0.81,0.67,0.91,0.73,0.0,0.58,0.68
soar.csv,0.85,0.88,0.69,0.83,0.88,0.77,0.99,0.73,0.77,0.85,0.84,0.87,0.83,0.0,0.95,0.84,0.72
super-tux.csv,0.69,0.95,0.72,0.78,0.88,0.97,1.0,0.66,1.0,1.0,0.98,0.97,0.0,0.97,0.96,1.0,0.78
t-2.csv,0.64,0.82,0.83,0.7,0.65,0.81,1.02,0.06,0.74,1.07,0.92,0.85,0.92,0.68,0.86,0.79,0.79
tart.csv,0.86,0.91,0.82,0.98,0.91,0.66,0.85,0.83,0.96,1.0,0.2,1.0,0.92,1.0,0.96,0.98,0.91
tcvp.csv,0.89,0.67,0.62,0.81,0.73,0.84,0.79,0.94,0.93,0.22,0.82,0.61,0.92,0.76,0.81,0.75,0.66
tencompetence.csv,0.72,0.75,0.84,0.91,0.73,0.89,0.76,0.88,0.81,0.9,1.01,0.83,0.66,0.84,0.8,0.97,0.02
utgb.csv,0.75,0.83,0.03,0.7,0.86,0.84,0.89,0.95,1.0,1.0,1.0,0.86,0.92,0.7,0.79,0.83,0.76
xbrlapi.csv,0.07,0.68,0.86,0.69,0.77,0.75,0.57,0.93,0.77,0.84,1.04,0.79,0.83,0.92,0.78,0.82,0.68
zemljanka.csv,0.98,0.87,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.67,0.99,0.52,0.93,0.98,0.11,1.0
