,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,81.0,154.0,2.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,210.0,0.0
codeblocks.csv,0.0,0.0,5.0,2.0,0.0,2.0,0.0,27.0,0.0,11.0,10.0,3.0,0.0,55.0,8.0,0.0,0.0
grisbi.csv,0.0,0.0,0.0,0.0,3.0,1.0,0.0,41.0,0.0,7.0,7.0,2.0,0.0,1.0,3.0,0.0,2.0
libmesh.csv,0.0,3.0,2.0,0.0,8.0,2.0,2.0,89.0,0.0,16.0,4.0,9.0,0.0,0.0,3.0,0.0,1.0
panda3d.csv,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0
proftp.csv,0.0,3.0,0.0,2.0,3.0,0.0,1.0,19.0,2.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0
red5.csv,0.0,1.0,1.0,0.0,2.0,1.0,2.0,5.0,0.0,4.0,93.0,3.0,0.0,0.0,2.0,1.0,0.0
skia.csv,0.0,0.0,0.0,3.0,6.0,5.0,2.0,19.0,0.0,15.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
soar.csv,0.0,5.0,2.0,0.0,4.0,4.0,0.0,75.0,0.0,17.0,10.0,6.0,0.0,0.0,6.0,0.0,0.0
super-tux.csv,1.0,5.0,0.0,1.0,0.0,2.0,0.0,118.0,0.0,19.0,10.0,3.0,0.0,0.0,4.0,0.0,0.0
t-2.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,23.0,3.0,0.0,0.0,5.0,0.0,0.0
tart.csv,0.0,0.0,2.0,1.0,2.0,1.0,0.0,87.0,0.0,82.0,0.0,154.0,0.0,0.0,1.0,0.0,0.0
tcvp.csv,5.0,4.0,1.0,4.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
tencompetence.csv,0.0,1.0,2.0,0.0,6.0,3.0,1.0,52.0,1.0,8.0,93.0,4.0,0.0,1.0,2.0,0.0,0.0
utgb.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,71.0,82.0,93.0,0.0,0.0,0.0,5.0,0.0,0.0
xbrlapi.csv,0.0,0.0,2.0,0.0,2.0,2.0,0.0,100.0,0.0,19.0,93.0,1.0,0.0,0.0,5.0,0.0,0.0
zemljanka.csv,0.0,1.0,2.0,1.0,0.0,2.0,0.0,80.0,0.0,19.0,3.0,3.0,0.0,1.0,6.0,0.0,0.0
