,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.12,0.0,0.0,0.74,0.02,0.01
codeblocks.csv,0.2,0.53,0.71,0.37,0.73,0.4
dataobjectsdotnet.csv,0.55,0.22,0.65,0.65,0.69,0.55
n2cms.csv,0.73,0.4,0.39,0.67,0.38,0.52
nug.csv,0.63,0.77,0.07,0.58,0.65,0.52
uclmda.csv,0.0,0.0,0.36,0.06,0.99,0.13
