,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.47,0.29,1.0,0.88,0.0,0.5,0.57,0.68,0.0,0.75
cubefs.csv,0.51,0.67,0.31,0.89,0.0,0.56,0.52,1.0,0.04,0.75
iaml.csv,0.34,0.23,0.23,0.84,0.15,0.49,0.98,0.62,0.0,0.68
ivataopenportal.csv,0.38,0.32,0.15,0.85,0.0,0.96,0.59,0.72,0.0,0.79
mb-unit.csv,0.37,0.6,0.23,0.99,0.12,0.56,0.62,0.71,0.0,0.74
mvdsv.csv,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
nova.csv,0.48,1.0,0.2,0.9,0.0,0.49,0.57,0.73,0.0,0.63
openwbem.csv,0.97,0.2,0.24,0.84,0.09,0.47,0.56,0.69,0.0,0.79
xcmetadataservicestoolkit.csv,0.49,0.26,0.25,0.9,0.04,0.58,0.55,0.84,0.03,1.0
