,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.98,0.61,0.89,0.67,0.94,0.96,0.56,0.49,0.9,0.75
cubefs.csv,0.84,0.83,0.5,0.51,0.47,0.48,0.45,0.49,0.5,0.43
iaml.csv,0.56,0.59,0.57,0.47,0.37,0.79,0.57,0.64,0.46,0.47
ivataopenportal.csv,0.54,0.57,0.92,0.45,0.92,0.56,0.57,0.54,0.61,0.43
mb-unit.csv,0.48,0.8,0.54,0.45,0.33,0.41,0.58,0.51,0.48,0.4
mvdsv.csv,0.5,0.67,0.0,0.5,0.83,0.0,0.5,0.0,0.0,0.0
nova.csv,0.71,0.69,0.68,0.8,0.83,0.97,0.62,0.56,0.5,0.47
openwbem.csv,0.64,0.48,0.76,0.51,0.53,0.52,0.55,0.44,0.55,0.4
xcmetadataservicestoolkit.csv,0.59,0.44,0.54,0.52,0.37,0.47,0.38,0.96,0.41,0.4
