,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.74,0.66,0.82,0.73,0.71,0.89,0.82,0.88,0.78,0.75,0.0,0.69
blue-c.csv,0.48,0.66,0.59,0.82,0.56,0.42,0.59,0.1,0.64,0.52,0.53,0.5
cities3d.csv,0.9,0.84,0.72,0.88,0.88,0.98,0.05,1.0,0.57,0.91,0.79,0.73
dynalloy.csv,0.65,0.04,0.65,0.69,0.52,0.42,0.45,0.74,0.53,0.71,0.77,0.6
firebird.csv,0.8,0.64,0.02,0.74,0.49,0.52,0.68,0.62,0.91,0.65,0.9,0.67
hydrogen.csv,0.5,0.91,0.66,0.53,0.86,0.74,0.44,0.83,0.06,0.93,0.99,0.61
nosleepsoftware.csv,0.59,0.93,0.6,0.0,0.84,0.7,0.44,0.85,0.5,0.86,0.76,0.59
openmalaria.csv,0.61,0.73,0.56,0.55,0.5,0.46,0.71,0.41,0.46,0.07,0.99,0.47
popeye-chess.csv,0.46,0.66,0.57,0.52,0.72,0.11,0.56,0.59,0.5,0.47,0.77,0.5
qgo.csv,0.04,0.7,0.6,0.56,0.83,0.66,0.4,0.73,0.42,0.81,0.89,0.62
xmoto.csv,0.5,0.83,0.58,0.83,0.64,0.44,0.44,0.64,0.31,0.87,0.62,0.04
yield.csv,0.55,0.58,0.66,0.67,0.03,0.42,0.75,0.39,0.55,0.44,0.97,0.56
