,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.45,0.56,0.47,0.54,0.36,0.53,0.37,0.47,0.44,0.36,0.34,0.51,0.43,0.43,0.38
autowikibrowser.csv,0.41,0.35,0.36,0.34,0.3,0.35,0.31,0.37,0.34,0.33,0.33,0.35,0.4,0.28,0.32
biodwh.csv,0.7,0.93,0.74,0.98,0.35,0.65,0.44,0.88,0.52,0.46,0.62,0.65,0.78,0.61,0.37
cities3d.csv,0.56,0.74,0.53,0.62,0.0,0.91,0.0,0.98,0.86,0.93,0.0,0.36,0.66,0.4,0.0
dynalloy.csv,0.48,0.66,0.58,0.44,0.47,0.56,0.77,0.92,0.64,0.53,0.39,0.45,0.57,0.72,0.57
enzo.csv,0.45,0.42,0.42,0.35,0.42,0.42,0.36,0.47,0.38,0.36,0.45,0.32,0.39,0.34,0.39
genecys.csv,0.56,0.43,0.51,0.44,0.58,0.47,0.43,0.58,0.41,0.46,0.44,0.4,0.56,0.35,0.45
kmatplot.csv,0.49,0.52,0.45,0.46,0.37,0.92,0.66,0.9,0.86,0.0,0.58,0.31,0.47,0.38,0.52
modplug.csv,0.38,0.45,0.45,0.34,0.45,0.45,0.43,0.58,0.46,0.53,0.38,0.45,0.37,0.37,0.48
nabu-library.csv,0.52,0.71,0.84,0.96,0.0,0.5,0.98,0.53,0.43,0.52,0.89,0.0,0.96,0.92,0.94
natpad.csv,0.61,0.45,0.59,0.97,0.44,0.56,0.42,0.72,0.64,0.61,0.44,0.75,0.68,0.45,0.39
nebuladevice.csv,0.85,0.95,0.59,0.55,0.89,0.8,0.89,0.75,0.83,0.8,0.0,0.48,0.94,0.93,0.0
ossbuild.csv,0.49,0.57,0.64,0.39,0.51,0.53,0.99,0.7,0.52,0.93,0.44,0.9,0.4,0.76,0.76
xemeiah.csv,0.48,0.43,0.51,0.54,0.41,0.54,0.37,0.7,0.46,0.51,0.34,0.65,0.63,0.41,0.39
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
