,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.33,0.51,0.51,0.17,0.93,0.68,0.1,0.65,0.94,0.89,0.25,0.17,0.6,0.26,0.56
autowikibrowser.csv,0.33,0.35,0.43,0.1,0.88,0.62,0.06,0.66,0.74,0.94,0.22,0.23,0.69,0.18,0.54
biodwh.csv,0.47,1.0,0.61,0.29,0.9,0.85,0.08,0.88,0.88,0.91,0.23,0.23,0.83,0.43,0.61
cities3d.csv,0.23,0.39,0.36,0.18,0.0,0.55,0.0,0.09,1.0,1.0,0.0,0.21,0.69,0.17,0.0
dynalloy.csv,0.16,0.62,0.37,0.11,0.88,0.52,0.19,0.24,0.61,0.76,0.2,0.12,0.45,0.16,0.46
enzo.csv,0.25,0.41,0.37,0.08,0.83,0.47,0.06,0.74,0.71,0.93,0.17,0.22,0.46,0.16,0.45
genecys.csv,0.17,0.36,0.37,0.11,0.96,0.49,0.14,0.76,0.68,0.78,0.18,0.11,0.46,0.15,0.41
kmatplot.csv,0.43,0.33,0.38,0.12,0.89,0.85,0.06,0.45,1.0,0.0,0.42,0.19,0.52,0.16,0.74
modplug.csv,0.2,0.4,0.38,0.09,0.88,0.48,0.13,0.51,0.91,0.89,0.21,0.18,0.45,0.15,0.48
nabu-library.csv,0.23,0.37,0.33,0.0,1.0,0.52,0.2,0.8,0.76,0.78,0.22,0.0,0.44,0.0,0.44
natpad.csv,0.32,0.37,0.41,0.44,0.96,0.66,0.11,0.78,0.86,0.72,0.16,0.12,0.57,0.13,0.58
nebuladevice.csv,0.19,0.47,0.33,0.05,0.78,0.4,0.11,0.7,0.67,1.0,0.0,0.33,0.59,0.2,0.0
ossbuild.csv,0.22,0.45,0.42,0.1,0.88,0.49,0.32,0.37,0.96,0.87,0.28,0.1,0.51,0.24,0.52
xemeiah.csv,0.23,0.37,0.39,0.19,0.91,0.71,0.11,0.49,0.91,0.74,0.22,0.19,0.63,0.14,0.56
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
