,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.46,0.47,0.56,0.28,0.77,0.5,0.17,0.47,0.69,0.78,0.38,0.24,0.62,0.38,0.67
autowikibrowser.csv,0.47,0.44,0.55,0.17,0.69,0.6,0.09,0.63,0.7,0.78,0.32,0.36,0.7,0.31,0.61
biodwh.csv,0.47,0.45,0.45,0.36,0.6,0.57,0.12,0.13,0.55,0.63,0.26,0.29,0.48,0.57,0.63
cities3d.csv,0.3,0.37,0.46,0.28,0.0,0.15,0.0,0.07,0.23,0.26,0.0,0.34,0.55,0.26,0.0
dynalloy.csv,0.25,0.68,0.48,0.2,0.89,0.59,0.31,0.23,0.48,0.7,0.32,0.19,0.48,0.23,0.55
enzo.csv,0.39,0.53,0.52,0.15,0.77,0.6,0.11,0.84,0.78,0.88,0.27,0.36,0.6,0.28,0.56
genecys.csv,0.26,0.51,0.47,0.19,0.8,0.64,0.24,0.75,0.76,0.83,0.29,0.18,0.43,0.25,0.58
kmatplot.csv,0.55,0.34,0.5,0.21,0.54,0.28,0.08,0.15,0.23,0.0,0.45,0.31,0.5,0.25,0.57
modplug.csv,0.33,0.54,0.53,0.17,0.91,0.61,0.24,0.65,0.83,0.56,0.35,0.27,0.62,0.24,0.62
nabu-library.csv,0.35,0.43,0.32,0.0,0.03,0.65,0.24,0.85,0.78,0.78,0.21,0.0,0.32,0.0,0.26
natpad.csv,0.42,0.52,0.46,0.42,0.55,0.75,0.18,0.67,0.58,0.62,0.23,0.15,0.44,0.22,0.67
nebuladevice.csv,0.18,0.25,0.36,0.08,0.2,0.06,0.05,0.54,0.13,0.09,0.0,0.46,0.33,0.22,0.0
ossbuild.csv,0.34,0.52,0.46,0.18,0.84,0.58,0.45,0.4,0.63,0.22,0.43,0.08,0.66,0.28,0.38
xemeiah.csv,0.35,0.52,0.48,0.31,0.86,0.73,0.18,0.57,0.71,0.61,0.35,0.24,0.48,0.25,0.68
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
