,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.65,0.67,0.0,0.89,0.0,0.55,0.82,0.0,0.0,0.6,0.44,0.0,0.5,0.95
codeblocks.csv,0.84,0.5,0.46,0.93,0.88,0.52,0.6,0.42,0.67,0.51,0.83,0.56,0.63,0.41
ctrlr.csv,0.97,0.92,0.0,0.66,0.8,0.93,0.98,0.93,0.88,0.91,0.96,0.84,0.83,0.95
dvt.csv,0.44,0.43,0.79,0.62,0.0,0.6,0.59,0.46,0.8,0.62,0.44,0.69,0.75,0.52
flylinkdc.csv,0.53,0.45,0.28,0.43,0.62,0.53,0.55,0.52,0.41,0.5,0.41,0.57,0.35,0.53
kowari.csv,0.93,0.89,0.67,0.58,0.8,0.68,0.71,0.75,0.46,0.48,0.82,0.45,0.6,0.71
ldview.csv,0.38,0.49,0.26,0.42,0.56,0.4,0.47,0.96,0.67,0.62,0.45,0.83,0.34,0.49
maidsafe-dht.csv,0.95,0.53,0.26,0.59,0.54,0.62,0.39,0.38,0.38,0.47,0.91,0.53,0.37,0.48
n2cms.csv,0.39,0.33,0.43,0.53,0.74,0.41,0.35,0.48,0.5,0.41,0.34,0.59,0.33,0.45
nuttx.csv,0.62,0.91,0.95,0.88,0.7,0.89,0.8,0.49,0.89,0.47,0.92,0.85,0.92,0.52
rtb-team.csv,0.9,0.83,0.0,0.59,0.0,0.69,0.76,0.89,0.43,0.75,0.39,0.88,0.79,0.71
super-tux.csv,0.37,0.49,0.44,0.56,0.61,0.44,0.6,0.45,0.73,0.52,0.58,0.51,0.44,0.43
vdsf.csv,0.46,0.46,0.99,0.52,0.65,0.45,0.67,0.47,0.38,0.68,0.47,0.6,0.38,0.54
xbrlapi.csv,0.94,0.47,0.0,0.65,0.88,0.74,0.82,0.8,0.47,0.67,0.48,0.94,0.45,0.67
