,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.4,0.91,0.86,0.33,0.65,0.52,0.62,0.43,0.52
ctrlr.csv,1.02,0.68,0.39,0.84,0.89,0.76,0.99,0.85,0.79
empserver.csv,1.39,0.46,0.92,0.82,0.79,0.57,0.61,0.85,0.69
ffigo.csv,0.45,1.0,0.81,0.98,0.76,0.4,0.75,0.91,0.98
gmerlin.csv,0.74,0.76,0.9,0.94,0.48,0.99,0.81,1.0,0.93
skia.csv,0.29,0.74,0.94,0.58,0.69,0.66,0.4,0.55,0.92
wikipediardware.csv,0.95,0.95,0.86,0.7,0.78,0.76,0.8,0.81,0.37
zemljanka.csv,0.98,0.94,0.78,0.92,0.76,0.86,0.73,0.21,0.6
