,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.64,0.39,0.52,0.55,0.38,0.38,0.39,0.38,0.48
ctrlr.csv,0.88,0.81,0.81,0.57,0.83,0.9,0.92,0.98,0.74
empserver.csv,0.35,0.53,0.5,0.51,0.35,0.37,0.47,0.76,0.69
ffigo.csv,0.59,0.0,0.88,0.83,0.5,0.42,0.46,0.95,0.67
gmerlin.csv,0.33,0.33,0.39,0.36,0.37,0.5,0.34,0.0,0.41
skia.csv,0.63,0.42,0.62,0.51,0.6,0.44,0.46,0.41,0.67
wikipediardware.csv,0.35,0.4,0.51,0.4,0.36,0.4,0.38,0.41,0.45
zemljanka.csv,0.35,0.42,0.51,0.4,0.39,0.45,0.38,0.47,0.46
