,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.5,0.37,0.5,0.26,0.6,1.0,0.0,0.5,0.1,0.48,0.88,0.1,0.8,0.1,0.17,0.23,0.25
codepurge.csv,0.52,0.45,0.45,0.46,0.4,0.56,0.12,0.51,0.35,0.54,0.97,0.19,0.8,1.0,0.18,0.44,0.13
fontforge.csv,0.36,0.4,0.55,0.39,0.68,0.45,0.06,1.0,0.17,0.57,0.89,0.07,0.93,0.1,0.13,0.39,0.17
gmerlin.csv,0.33,0.31,0.8,0.29,0.55,0.5,0.12,0.54,0.06,0.53,0.88,0.23,0.67,0.18,0.12,1.0,0.14
hatari.csv,0.47,0.45,0.97,0.37,0.8,0.51,0.0,0.37,0.09,0.48,0.98,0.07,0.73,0.19,0.11,0.35,0.12
jaolt.csv,0.53,0.37,0.63,0.23,0.68,0.51,0.07,0.49,0.22,0.54,0.93,0.08,0.99,0.21,0.14,0.42,0.12
jcl.csv,0.75,0.63,1.0,0.27,0.56,0.64,0.0,0.22,0.12,0.46,1.0,0.12,1.0,0.11,1.0,0.37,0.2
ltp.csv,0.5,0.3,0.37,0.6,0.99,0.41,0.05,0.47,0.18,0.56,0.89,0.04,0.58,0.2,0.27,0.38,0.26
mia.csv,0.45,0.89,0.36,0.41,0.7,0.53,0.08,0.52,0.13,0.49,0.83,1.0,0.68,0.29,0.12,0.33,0.09
net-snmp.csv,1.0,0.46,0.7,0.29,0.65,0.53,0.09,0.47,0.11,0.43,0.93,0.18,0.86,0.2,0.15,0.41,0.14
opde.csv,0.4,0.39,0.44,1.0,0.69,0.35,0.0,0.43,0.18,0.51,0.88,0.1,0.76,0.15,0.14,0.38,0.11
oppna-program-hsatools.csv,0.46,0.32,0.51,0.35,0.72,0.47,0.02,0.42,0.14,0.49,1.0,0.09,0.74,0.22,0.13,0.38,0.18
powerfolder-.csv,0.54,1.0,0.8,0.3,0.5,0.53,0.33,0.5,0.17,0.56,0.9,0.12,0.89,0.33,0.16,0.6,0.17
qlc.csv,0.0,0.42,0.0,0.38,0.0,0.32,0.0,0.0,1.0,0.5,0.67,0.17,0.75,0.5,0.22,0.0,0.0
quantlib.csv,0.6,0.4,1.0,0.29,0.52,0.37,0.11,0.5,0.24,0.67,0.77,0.4,0.71,0.24,0.11,0.58,1.0
tcl.csv,0.43,0.3,0.43,0.37,0.64,0.3,0.0,0.52,0.12,0.95,0.74,0.07,0.73,0.0,0.1,0.33,0.21
