,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,1.0,1.0,0.0,0.0,0.0,52.0,2.0,7.0,0.0,0.0,5.0,0.0,10.0,5.0,6.0,4.0
codepurge.csv,0.0,2.0,2.0,3.0,6.0,0.0,7.0,4.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,7.0,2.0
fontforge.csv,0.0,2.0,0.0,1.0,0.0,6.0,17.0,0.0,8.0,2.0,2.0,32.0,0.0,17.0,2.0,3.0,16.0
gmerlin.csv,1.0,11.0,0.0,3.0,0.0,1.0,7.0,1.0,11.0,2.0,0.0,20.0,0.0,5.0,2.0,0.0,7.0
hatari.csv,1.0,0.0,0.0,1.0,0.0,3.0,52.0,11.0,14.0,0.0,0.0,8.0,0.0,10.0,0.0,3.0,6.0
jaolt.csv,0.0,2.0,0.0,0.0,1.0,1.0,13.0,1.0,3.0,0.0,0.0,74.0,0.0,20.0,4.0,0.0,4.0
jcl.csv,1.0,0.0,0.0,0.0,3.0,2.0,52.0,6.0,8.0,0.0,0.0,5.0,0.0,14.0,0.0,1.0,2.0
ltp.csv,6.0,1.0,1.0,1.0,0.0,5.0,20.0,0.0,2.0,0.0,1.0,10.0,1.0,10.0,6.0,4.0,5.0
mia.csv,1.0,1.0,1.0,0.0,2.0,5.0,12.0,2.0,15.0,0.0,0.0,0.0,1.0,7.0,7.0,8.0,10.0
net-snmp.csv,0.0,1.0,0.0,3.0,0.0,0.0,10.0,5.0,28.0,4.0,0.0,32.0,0.0,9.0,15.0,2.0,12.0
opde.csv,1.0,0.0,1.0,0.0,1.0,3.0,52.0,0.0,4.0,0.0,1.0,7.0,0.0,26.0,7.0,2.0,21.0
oppna-program-hsatools.csv,0.0,17.0,1.0,1.0,0.0,3.0,40.0,13.0,17.0,0.0,0.0,27.0,1.0,11.0,3.0,3.0,15.0
powerfolder-.csv,0.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,8.0,2.0,2.0
qlc.csv,91.0,6.0,64.0,1.0,471.0,9.0,52.0,54.0,0.0,0.0,0.0,7.0,1.0,1.0,4.0,97.0,118.0
quantlib.csv,1.0,4.0,0.0,3.0,0.0,14.0,8.0,5.0,0.0,0.0,2.0,5.0,1.0,10.0,7.0,0.0,0.0
tcl.csv,1.0,1.0,0.0,0.0,1.0,11.0,52.0,1.0,21.0,0.0,1.0,5.0,1.0,168.0,4.0,6.0,4.0
