,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.57,0.37,0.86,0.46,0.3,0.42,0.29,0.51,0.8,0.55,0.51,0.63,0.0,0.44,0.43
glelite.csv,0.2,0.66,0.27,0.09,0.0,0.24,0.13,0.13,0.17,0.69,0.38,0.21,0.97,0.3,0.51
hannosset.csv,0.21,0.05,0.28,0.95,0.18,0.18,0.0,0.94,0.31,0.02,0.82,0.0,0.0,0.28,0.0
ipfilter.csv,0.36,0.5,0.36,0.49,0.24,0.32,0.58,0.41,0.57,0.65,0.63,0.92,0.0,0.38,0.55
moving-pictures.csv,0.31,0.67,0.0,0.95,0.47,0.73,0.66,0.0,0.48,0.52,0.69,0.49,0.35,0.68,0.75
pclasses.csv,0.75,0.59,0.0,0.65,0.59,0.18,0.39,0.0,0.66,0.46,0.2,0.23,0.19,0.35,0.6
pfaedit.csv,0.11,0.65,0.02,0.67,0.73,0.77,0.34,0.0,0.55,0.33,0.57,0.13,0.48,0.52,0.42
qcad2.csv,0.11,0.35,0.34,0.38,0.76,0.64,0.21,0.0,0.53,0.54,0.53,0.16,0.57,0.5,0.19
rockbox.csv,0.21,0.65,0.0,0.88,0.32,0.61,0.43,0.0,0.2,0.31,0.55,0.11,0.15,0.18,0.76
roller.csv,0.4,0.65,0.13,0.17,0.45,0.71,0.48,0.41,0.73,0.45,0.13,0.2,0.61,0.49,0.64
theresa.csv,0.21,0.64,0.24,0.94,0.29,0.72,0.41,0.0,0.5,0.07,0.2,0.45,0.25,0.53,0.3
tzod.csv,0.31,0.63,0.55,0.67,0.4,0.53,0.05,0.0,0.47,0.27,0.2,0.56,0.2,0.37,0.25
xinity.csv,0.57,0.39,0.0,0.0,0.47,0.39,0.13,0.83,0.41,0.61,0.2,0.51,0.0,0.78,0.23
zabbix.csv,0.31,0.65,0.67,0.7,0.68,0.49,0.33,0.0,0.55,0.45,0.36,0.39,0.58,0.46,0.45
