,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.17,0.36,0.86,0.05,0.34,0.52,0.39,0.02,0.76,0.42,0.09,0.81,0.98,0.61,0.34
glelite.csv,0.15,0.43,0.6,0.06,0.33,0.61,0.45,0.02,0.59,0.49,0.05,0.72,1.0,0.62,0.4
hannosset.csv,0.12,0.25,0.62,0.23,0.54,0.57,0.0,0.07,0.48,0.14,0.25,0.0,0.95,0.59,0.0
ipfilter.csv,0.15,0.39,0.49,0.07,0.34,0.59,0.5,0.02,0.6,0.48,0.11,0.98,0.98,0.6,0.37
moving-pictures.csv,0.27,0.48,0.0,0.21,0.59,0.71,0.72,0.0,0.58,0.52,0.11,0.78,1.0,0.69,0.7
pclasses.csv,0.44,0.46,0.0,0.09,0.35,0.5,0.43,0.0,0.72,0.34,0.03,0.6,0.96,0.52,0.4
pfaedit.csv,0.09,0.61,1.0,0.11,0.46,0.85,0.8,0.0,0.61,0.82,0.09,0.83,1.0,0.69,0.54
qcad2.csv,0.1,0.57,0.8,0.11,0.54,0.77,0.62,0.0,0.66,0.84,0.12,0.86,1.0,0.62,0.38
rockbox.csv,0.17,0.42,0.0,0.13,0.76,0.7,0.55,0.0,0.43,0.27,0.08,0.5,1.0,0.67,0.58
roller.csv,0.19,0.42,0.58,0.06,0.34,0.78,0.42,0.02,0.83,0.36,0.08,0.7,0.98,0.58,0.42
theresa.csv,0.11,0.53,0.8,0.2,0.52,0.77,0.67,0.0,0.69,0.8,0.03,0.69,1.0,0.6,0.71
tzod.csv,0.18,0.49,0.81,0.11,0.55,0.75,0.33,0.0,0.71,0.68,0.08,0.78,1.0,0.56,0.67
xinity.csv,0.17,0.29,0.59,0.0,0.28,0.48,0.44,0.03,0.67,0.45,0.05,0.69,0.97,0.75,0.33
zabbix.csv,0.15,0.49,0.72,0.2,0.48,0.6,0.53,0.0,0.6,0.74,0.06,0.6,1.0,0.58,0.42
