,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.11,0.37,0.6,0.11,0.09,0.09,0.0,0.1,0.0
flylegacy.csv,0.66,0.41,0.64,0.4,0.43,0.56,0.53,0.59,0.55,0.48
jguard.csv,0.4,0.57,0.57,0.49,0.55,0.68,0.09,0.44,0.21,0.56
m-a-d-n-e-s-s.csv,0.37,0.04,0.43,0.31,0.1,0.0,0.0,0.22,0.7,0.19
mob-sen-plat.csv,0.52,0.82,0.33,0.53,0.59,0.54,0.55,0.77,0.62,0.55
raygina.csv,0.72,0.0,0.59,0.52,0.26,0.34,0.33,0.27,0.62,0.4
st-filteredstatistics.csv,0.21,0.56,0.0,0.3,0.63,0.62,0.09,0.85,0.3,0.42
upp-mirror.csv,0.54,0.28,0.62,0.66,0.7,0.5,0.4,0.37,0.56,0.28
wishmaster.csv,0.23,0.33,0.49,0.38,0.59,0.4,0.72,0.1,0.56,0.5
yarp.csv,0.32,0.07,0.53,0.17,0.04,0.42,0.17,0.25,0.5,0.61
