,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,4.0,11.0,1.0,1.0,3.0,0.0,1.0,10.0,167.0,11.0,17.0,0.0
gamestone.csv,0.0,1.0,0.0,1.0,2.0,5.0,111.0,44.0,174.0,0.0,8.0,2.0
gbif-providertoolkit.csv,5.0,13.0,1.0,3.0,1.0,0.0,1.0,8.0,52.0,1.0,11.0,0.0
heekscad.csv,0.0,9.0,2.0,0.0,1.0,3.0,1.0,12.0,29.0,2.0,2.0,0.0
igarden.csv,4.0,26.0,1.0,0.0,1.0,0.0,1.0,26.0,34.0,3.0,10.0,0.0
levent.csv,3.0,2.0,126.0,102.0,0.0,0.0,1.0,155.0,3583.0,158.0,64.0,57.0
lportal.csv,2.0,59.0,2.0,102.0,0.0,0.0,111.0,10.0,10.0,1.0,64.0,0.0
openmsx.csv,5.0,6.0,0.0,3.0,3.0,1.0,8.0,23.0,3583.0,2.0,4.0,2.0
owlapi.csv,6.0,59.0,1.0,0.0,3.0,0.0,1.0,6.0,41.0,3.0,12.0,0.0
pnotepad.csv,1.0,14.0,0.0,3.0,10.0,0.0,3.0,34.0,166.0,8.0,17.0,0.0
quark.csv,0.0,5.0,1.0,6.0,0.0,0.0,0.0,6.0,41.0,1.0,3.0,0.0
xcsoar.csv,2.0,6.0,1.0,4.0,8.0,0.0,2.0,13.0,61.0,5.0,17.0,0.0
