,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.42,0.47,0.0,0.82,0.64,0.06,0.0,0.0,0.63,0.51,0.11,0.71,0.0,0.14,0.0
fontforge.csv,0.56,0.48,0.59,0.51,0.82,0.59,0.04,0.8,0.23,0.66,0.73,0.15,0.71,0.55,0.15,0.32
glas.csv,0.65,0.5,0.67,0.4,0.76,0.57,0.06,0.64,0.27,0.62,0.8,0.15,0.74,0.6,0.22,0.31
hannosset.csv,0.59,0.17,0.46,0.07,0.7,0.31,0.0,0.48,0.22,0.16,0.38,0.13,0.23,0.09,0.37,0.24
hatari.csv,0.52,0.53,0.62,0.45,0.82,0.6,0.05,0.58,0.25,0.64,0.78,0.17,0.8,0.58,0.17,0.35
jaolt.csv,0.6,0.45,0.52,0.46,0.2,0.47,0.1,0.58,0.34,0.13,0.88,0.14,0.68,0.34,0.07,0.38
ltp.csv,0.32,0.44,0.59,0.52,0.77,0.53,0.0,0.37,0.15,0.58,0.76,0.22,0.56,0.29,0.12,0.29
mia.csv,0.49,0.28,0.47,0.45,0.15,0.34,0.08,0.63,0.15,0.63,0.56,0.3,0.31,0.1,0.0,0.31
net-snmp.csv,0.61,0.54,0.55,0.47,0.51,0.5,0.1,0.61,0.27,0.61,0.78,0.23,0.65,0.57,0.16,0.19
opde.csv,0.62,0.35,0.62,0.53,0.8,0.45,0.12,0.59,0.27,0.0,0.72,0.17,0.67,0.38,0.09,0.3
oppna-program-hsatools.csv,0.65,0.54,0.64,0.53,0.82,0.58,0.04,0.57,0.25,0.65,0.91,0.17,0.74,0.23,0.27,0.27
powerfolder-.csv,0.62,0.64,0.55,0.51,0.81,0.26,0.09,0.33,0.27,0.51,0.71,0.16,0.61,0.45,0.29,0.29
qlc.csv,0.09,0.56,0.07,0.43,0.8,0.5,0.17,0.0,0.33,0.66,0.41,0.17,0.5,0.14,0.24,0.1
quantlib.csv,0.62,0.0,0.0,0.0,0.82,0.0,0.0,0.61,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.48
tcl.csv,0.43,0.3,0.45,0.43,0.65,0.42,0.0,0.0,0.24,0.67,0.67,0.08,0.67,0.58,0.0,0.29
