,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.21,0.47,0.13,0.95
miranda-icq.csv,0.4,0.47,0.94,0.45
red5.csv,1.0,0.35,0.65,0.6
thrust.csv,0.09,0.88,0.23,0.16
