,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.24,0.47,0.16,0.96
miranda-icq.csv,0.43,0.48,0.95,0.48
red5.csv,1.0,0.38,0.61,0.5
thrust.csv,0.11,0.9,0.27,0.19
