,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.31,0.51,0.21,0.01
miranda-icq.csv,0.34,0.49,0.01,0.35
red5.csv,0.0,0.47,0.52,0.7
thrust.csv,0.17,0.02,0.31,0.15
