,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.78,0.59,0.97,0.65
miranda-icq.csv,0.52,0.61,0.8,0.74
red5.csv,0.44,0.71,0.57,0.49
thrust.csv,0.89,0.88,0.85,0.96
