,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,4.0,4.0,12.0,0.0
miranda-icq.csv,0.0,10.0,0.0,0.0
red5.csv,0.0,1.0,3.0,0.0
thrust.csv,2.0,0.0,1.0,0.0
