,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.21,0.33,0.27,0.0,0.43,0.81,0.32,0.48,0.58,0.5,0.73,0.39
archive-crawler.csv,0.28,0.33,0.4,0.07,0.68,0.76,0.65,0.54,0.57,0.51,0.56,0.46
blue-c.csv,0.32,0.54,0.23,0.0,0.71,0.83,0.64,0.65,0.64,0.41,0.68,0.4
dynalloy.csv,0.27,0.69,0.17,0.05,0.58,0.61,0.5,0.53,0.62,0.38,0.63,0.26
jcae.csv,0.35,0.26,0.48,0.07,0.43,0.68,0.45,0.47,0.45,0.52,0.42,0.41
kmatplot.csv,0.57,0.37,0.21,0.36,0.11,0.69,0.47,0.54,0.46,0.44,0.51,0.36
mscore.csv,0.34,0.53,0.19,0.3,0.72,0.81,0.74,0.67,0.65,0.45,0.59,0.4
nosleepsoftware.csv,0.12,0.0,0.0,0.61,0.0,0.06,0.37,0.12,0.04,0.07,0.0,0.0
openmalaria.csv,0.37,0.43,0.2,0.37,0.67,0.72,0.76,0.74,0.68,0.46,0.57,0.36
popeye-chess.csv,0.39,0.43,0.21,0.22,0.71,0.64,0.67,0.56,0.65,0.48,0.65,0.39
riff-evolve.csv,0.42,0.52,0.22,0.0,0.68,0.57,0.55,0.48,0.71,0.4,0.54,0.45
virtuoso.csv,0.32,0.54,0.19,0.41,0.42,0.71,0.7,0.62,0.65,0.48,0.55,0.48
