,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.77,0.47,0.96,0.7,0.74,0.67,0.62,0.41,0.33,0.57,0.49,0.57,0.62,0.72
exordium.csv,0.36,0.05,0.15,0.2,0.89,0.38,0.38,0.29,0.4,0.49,0.06,0.26,0.22,0.16
google-caja.csv,0.82,0.16,0.59,0.9,0.58,0.82,0.62,1.0,0.78,0.68,0.54,0.68,0.53,0.8
hydrogen.csv,0.44,0.0,0.37,0.35,0.32,0.38,0.94,0.28,0.43,0.51,0.32,0.37,0.2,0.24
kmess.csv,0.72,0.68,0.75,0.65,0.63,0.22,0.88,0.37,0.08,0.39,0.43,0.91,1.0,0.71
kvs.csv,0.08,0.05,0.33,0.9,0.0,0.11,0.25,0.24,0.12,0.2,0.05,0.21,0.13,0.19
megameknet.csv,0.31,0.32,0.24,0.2,0.53,0.56,0.44,0.26,0.33,0.91,0.62,0.39,0.51,0.3
ns-3-dev-def-routing.csv,0.21,0.21,0.19,0.3,0.58,0.18,0.62,0.15,0.33,0.29,0.08,0.98,0.27,0.21
open-ms.csv,0.15,0.26,0.42,0.05,0.11,0.38,0.25,0.31,0.39,0.23,0.48,0.44,0.44,0.96
openmsx.csv,0.85,0.63,0.41,0.5,0.63,0.76,0.62,0.51,0.57,0.74,0.94,0.68,0.66,0.78
rezilla.csv,0.36,0.89,0.58,0.6,0.21,0.6,0.5,0.44,0.31,0.61,0.35,0.54,0.41,0.53
sauerbraten.csv,1.0,0.42,0.3,0.4,0.84,0.58,0.56,0.35,0.4,0.61,0.31,0.51,0.58,0.49
webdriver.csv,0.56,0.58,0.28,0.35,0.79,1.0,0.56,0.18,0.33,0.39,0.32,0.5,0.56,0.38
yafdotnet.csv,0.74,0.53,0.63,0.6,0.63,0.67,0.81,0.59,0.98,0.75,0.52,0.54,0.71,0.7
