,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.26,0.19,0.1,0.01
emftriple.csv,0.03,0.0,0.0,0.24
fluent-nhibernate.csv,0.16,0.21,0.0,0.07
gpsmid.csv,0.0,0.31,0.37,0.18
