,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.59,0.45,0.5,0.41,0.57,0.85,0.85,0.67,0.46,0.5,0.87,0.51,0.41,0.61,0.25,0.63,0.59,0.37,0.79
aubit4gl.csv,0.08,0.18,0.67,0.11,0.29,0.23,0.27,0.0,0.7,0.24,0.17,0.15,0.41,0.17,0.54,0.25,0.26,0.34,0.11
ipfilter.csv,0.88,0.73,0.83,0.59,0.79,0.77,0.44,1.0,0.87,0.91,0.83,0.76,0.65,0.96,0.61,0.85,0.93,0.73,0.63
jmol.csv,0.76,0.27,1.0,0.78,0.79,0.46,0.8,1.0,0.72,1.0,0.61,0.65,0.97,0.87,0.75,1.0,1.0,0.79,0.79
liferea.csv,0.68,0.73,0.0,0.48,0.71,0.77,0.17,1.0,0.17,0.43,0.35,0.67,0.59,0.13,0.18,0.44,0.48,0.32,0.11
miranda-icq.csv,0.63,0.73,0.33,0.52,0.93,1.0,1.0,1.0,0.11,0.11,0.83,0.24,0.59,0.22,0.64,0.63,0.54,0.09,0.63
moving-pictures.csv,0.51,0.27,0.33,0.7,0.57,0.31,0.0,1.0,0.06,0.85,0.17,0.44,0.65,0.04,0.57,0.33,0.57,0.02,0.74
opensim4opencog.csv,0.69,0.91,0.33,0.74,0.79,0.85,0.49,1.0,0.89,0.96,0.52,0.83,0.81,0.61,0.46,0.62,0.52,0.61,0.53
pclasses.csv,0.56,0.91,0.17,0.48,0.14,0.08,0.0,0.67,0.02,0.13,0.52,0.23,0.08,0.04,0.32,0.0,0.02,0.0,0.79
pfaedit.csv,0.58,0.0,0.67,0.59,0.64,0.46,0.0,0.67,0.69,0.8,0.3,0.59,0.81,0.22,0.21,0.02,0.07,0.08,0.32
plearn.csv,0.68,0.55,0.5,0.48,0.86,0.54,0.1,1.0,0.06,0.0,0.52,0.1,0.62,0.04,0.46,0.1,0.63,0.06,0.58
psrchive.csv,0.66,0.36,0.83,0.3,1.0,0.69,0.68,0.67,0.76,0.3,0.52,0.13,0.65,0.61,0.46,0.81,0.61,0.57,0.32
re2c.csv,0.34,0.18,1.0,0.48,0.57,0.38,0.32,0.33,0.31,0.19,0.39,0.22,0.38,0.04,0.68,0.27,0.28,0.43,0.26
rockbox.csv,0.2,0.18,0.0,0.85,0.71,0.46,0.0,1.0,0.43,0.59,0.13,0.52,0.54,0.09,0.5,0.15,0.02,0.16,0.79
theresa.csv,0.69,0.18,0.33,0.67,0.64,0.46,0.27,1.0,0.54,0.7,0.26,0.5,0.46,0.7,0.39,0.37,0.46,0.45,0.37
tktoolkit.csv,0.46,0.36,0.67,0.93,0.79,0.85,0.76,0.67,0.74,0.85,0.83,0.82,0.51,0.57,0.93,1.0,0.98,0.89,0.95
tzod.csv,0.25,0.09,0.0,0.63,0.5,0.69,0.24,0.67,0.41,0.19,0.09,0.49,0.24,0.22,0.0,0.44,0.28,0.49,0.21
yaprm.csv,0.69,0.45,0.33,0.44,0.5,0.08,0.0,0.67,0.46,0.3,0.3,0.38,0.68,0.43,0.18,0.08,0.13,0.26,0.21
zemljanka.csv,0.92,0.82,1.0,0.78,0.86,0.62,0.85,1.0,0.93,0.89,1.0,0.76,0.95,0.7,0.71,0.56,0.43,0.79,0.68
