,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.7,0.78,0.67,0.69,0.77,0.81,0.28,0.85,0.71,0.8,0.73,0.78,0.85,0.84,0.83,0.69,0.55,0.84,0.84
aubit4gl.csv,0.92,0.82,0.38,0.89,0.75,0.81,0.96,1.0,0.46,0.76,0.94,0.85,0.7,0.84,0.58,0.8,0.8,0.79,0.9
ipfilter.csv,0.91,0.92,0.71,0.66,0.69,0.94,1.0,0.84,0.74,0.86,0.63,0.82,0.7,0.97,0.65,0.72,0.12,0.72,0.67
jmol.csv,0.82,0.9,1.0,0.59,0.96,0.8,0.37,0.94,0.7,0.97,0.75,0.59,1.0,0.86,0.69,1.0,0.95,0.49,0.54
liferea.csv,0.61,0.62,1.07,0.58,0.52,0.37,0.85,0.8,0.89,0.67,0.67,0.54,0.57,0.89,0.83,0.6,0.61,0.72,0.9
miranda-icq.csv,0.56,0.71,0.71,0.66,0.5,0.98,1.0,0.92,0.9,0.93,0.87,0.77,0.71,0.8,0.88,0.47,0.53,0.92,0.48
moving-pictures.csv,0.57,0.74,0.75,0.53,0.68,0.75,1.0,0.22,0.95,0.54,0.83,0.66,0.59,0.96,0.5,0.74,0.54,0.98,0.31
opensim4opencog.csv,0.56,0.46,0.96,0.53,0.57,0.5,0.52,0.84,0.86,0.8,0.54,0.93,0.79,0.77,0.64,0.6,0.71,0.51,0.54
pclasses.csv,0.53,0.2,0.84,0.65,0.86,0.92,1.0,0.37,0.98,0.9,0.58,0.79,0.94,0.96,0.77,1.0,1.03,1.0,0.75
pfaedit.csv,0.54,1.0,0.47,0.46,0.57,0.63,1.0,0.45,0.63,0.31,0.72,0.77,0.61,0.78,0.79,0.98,0.93,0.94,0.7
plearn.csv,0.5,0.53,0.82,0.62,0.53,0.57,0.9,0.7,0.95,1.0,0.57,0.91,0.76,0.96,0.74,0.91,0.69,0.94,0.61
psrchive.csv,0.52,0.69,0.27,0.72,0.21,0.61,0.79,0.52,0.63,0.77,0.73,0.88,0.63,0.67,0.66,0.69,0.61,0.79,0.72
re2c.csv,0.7,0.84,0.02,0.78,0.68,0.71,1.02,0.67,0.74,0.83,0.84,0.82,0.71,0.96,0.69,0.86,0.99,0.88,0.83
rockbox.csv,0.81,0.83,1.03,0.76,0.42,0.6,1.0,0.36,0.65,0.63,0.88,0.71,0.66,0.91,0.65,0.88,1.0,0.85,0.43
theresa.csv,0.46,0.87,0.79,0.52,0.45,0.58,0.75,0.24,0.65,0.45,0.76,0.58,0.6,0.68,0.65,0.72,0.76,0.65,0.63
tktoolkit.csv,0.68,0.75,0.46,0.84,0.65,0.88,0.8,0.6,0.79,0.62,0.8,0.8,0.72,0.47,0.87,0.99,1.0,1.01,0.88
tzod.csv,0.75,0.91,1.0,0.47,0.56,0.44,0.76,0.45,0.64,0.82,0.92,0.54,0.79,0.81,1.0,0.67,0.81,0.52,0.8
yaprm.csv,0.57,0.69,0.85,0.58,0.61,0.92,1.0,0.44,0.66,0.71,0.71,0.68,0.45,0.63,0.83,0.92,0.87,0.74,0.8
zemljanka.csv,0.87,0.74,0.94,0.64,0.8,0.95,0.87,0.56,0.8,0.78,0.94,0.9,0.82,0.88,0.98,0.82,1.01,0.21,0.79
