,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.01,0.0,0.35,0.06,0.0,0.17,0.0
glelite.csv,0.97,1.0,1.0,0.94,0.97,0.94,0.0
moving-pictures.csv,0.36,0.35,0.35,0.26,0.06,0.05,0.0
plearn.csv,0.27,0.63,0.12,0.55,0.12,0.88,0.67
re2c.csv,0.23,0.02,0.19,0.58,0.27,0.48,0.0
rebecca-aiml.csv,0.29,0.57,0.65,0.81,0.09,0.18,0.0
xfce.csv,0.3,0.82,0.58,0.58,0.34,0.87,0.67
