,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.59,0.95,0.57,0.46,0.53
empyrean.csv,0.97,0.51,0.53,0.51,0.22
mplayer-ce.csv,0.57,0.55,0.43,0.56,0.97
nutz.csv,0.69,0.18,0.98,0.46,0.21
yafdotnet.csv,0.27,0.51,0.58,0.98,0.55
