,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.64,0.54,0.49,0.77,0.64,0.47,0.71
libtorrent.csv,0.51,0.46,0.4,0.56,0.38,0.37,0.47
mcmc-jags.csv,0.49,0.48,0.48,0.61,0.38,0.41,0.46
olap-navigator.csv,0.59,0.56,0.65,0.79,0.44,0.58,0.63
pidgin.csv,0.48,0.41,0.39,0.86,0.34,0.49,0.49
sepgsql.csv,0.64,0.5,0.58,0.89,0.43,0.57,0.54
xstore.csv,0.39,0.56,0.41,0.6,0.34,0.64,0.43
