,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.41,0.9,0.39,0.3,0.45,0.42,0.45
libtorrent.csv,0.64,0.46,0.61,0.69,0.45,0.8,0.56
mcmc-jags.csv,0.49,0.56,0.5,0.81,0.64,0.63,0.62
olap-navigator.csv,0.84,0.4,0.83,0.45,0.65,0.42,0.5
pidgin.csv,0.65,0.47,0.54,0.38,0.71,0.49,0.69
sepgsql.csv,0.62,0.47,0.82,0.38,0.67,0.41,0.56
xstore.csv,0.55,0.36,0.21,0.45,0.67,0.38,0.68
