,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.82,0.97,0.83,0.87,0.81,0.95,0.88,0.7,0.36,0.79,0.89,0.95,0.81,0.69,0.69,0.82,0.67,0.64,0.64,0.94
clamav.csv,0.6,0.79,0.46,0.73,0.52,0.83,0.72,0.86,0.37,0.55,0.76,0.64,0.84,0.89,0.7,0.73,0.32,0.56,0.78,0.89
customsagetv.csv,0.77,0.86,0.86,0.73,0.54,0.91,0.71,0.91,0.73,0.73,0.86,0.84,0.85,0.96,0.77,0.15,0.95,0.69,0.63,0.81
gss.csv,0.94,0.61,0.43,0.73,0.61,0.83,0.62,0.74,0.41,0.62,0.87,0.56,0.72,0.84,0.75,0.89,0.54,0.78,0.31,0.86
guineu.csv,0.48,0.85,0.79,0.72,0.71,0.7,0.58,0.78,0.81,0.87,0.74,0.96,0.81,0.72,0.73,0.22,1.0,0.23,0.67,0.72
inkscape.csv,0.74,0.6,1.0,1.0,0.52,0.95,0.43,0.85,0.84,0.69,0.91,1.0,0.94,0.93,0.94,0.84,0.63,0.85,0.96,0.77
mpqc.csv,0.87,0.92,1.0,1.0,0.81,0.44,0.84,0.82,0.96,0.82,0.66,0.89,0.81,0.88,0.83,0.72,0.95,0.72,0.84,0.8
nsis.csv,0.82,0.91,0.55,0.82,0.93,0.6,0.92,0.94,0.73,0.76,0.31,0.53,0.85,0.79,0.85,0.42,0.96,0.88,0.75,0.76
octave.csv,0.66,0.64,0.76,0.78,0.48,0.79,0.63,0.83,0.88,0.68,0.96,0.67,0.7,0.76,0.7,1.06,0.81,0.46,0.82,0.76
owfs.csv,0.97,0.91,1.0,0.56,0.76,0.82,0.91,0.9,1.0,0.96,0.87,1.0,0.99,0.85,0.79,1.01,0.94,0.95,0.67,0.8
owlib.csv,0.54,0.44,0.73,0.73,0.59,0.88,0.61,0.58,0.51,0.59,0.82,0.57,0.66,0.63,0.73,0.66,0.54,0.72,0.54,0.63
pamguard.csv,0.72,0.75,1.0,0.88,0.65,0.75,0.85,0.71,0.38,0.78,0.78,0.62,0.72,0.6,0.46,1.06,0.84,1.14,0.55,0.77
papertoolkit.csv,0.66,0.8,0.93,0.84,0.75,0.79,0.64,0.74,0.88,0.67,0.78,0.61,0.85,0.83,0.84,0.85,0.8,0.15,0.73,0.77
prelude.csv,0.97,0.98,0.25,0.85,0.88,0.91,0.84,0.96,0.77,0.79,1.02,0.63,0.74,0.96,0.97,0.84,0.95,0.77,0.86,0.97
pustefix.csv,0.56,0.82,0.86,0.64,0.58,0.83,0.54,0.61,0.53,0.83,0.96,0.73,0.85,0.54,0.64,0.6,0.55,0.41,0.54,0.83
robocode.csv,0.6,0.55,0.98,0.5,0.55,0.83,0.47,0.39,0.75,0.52,0.77,0.67,0.59,0.61,0.67,0.66,0.64,0.48,0.71,0.81
scenemonitor.csv,0.53,0.8,0.7,0.71,0.74,0.74,0.62,0.61,0.47,0.67,0.87,0.68,0.33,0.68,0.72,1.08,0.61,0.77,0.64,0.7
tango-cs.csv,0.8,0.7,0.9,0.68,0.67,0.89,0.51,0.64,0.51,0.56,0.89,0.59,0.61,0.77,0.7,1.09,0.61,0.84,0.69,0.57
uwom-server.csv,0.86,0.82,1.0,1.0,0.58,0.78,0.61,0.67,0.69,0.53,0.83,0.51,0.89,0.96,0.86,0.74,0.66,0.68,0.79,0.7
zengine.csv,1.0,1.0,0.56,0.96,0.99,0.96,1.0,1.0,0.93,0.96,0.86,0.16,0.97,0.98,1.0,0.93,0.92,0.97,1.0,1.0
