,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.31,0.41,0.8,0.2,0.19,0.16,0.6,0.5,0.47,0.22,0.89,0.72,0.37,0.32,0.67,0.59,0.43,0.06,0.64,0.4
clamav.csv,0.38,0.42,0.88,0.19,0.26,0.14,0.63,0.48,0.38,0.34,0.91,0.8,0.29,0.29,0.65,0.61,0.64,0.07,0.56,0.4
customsagetv.csv,0.55,0.73,1.0,0.75,0.34,0.08,0.62,0.67,0.24,0.41,0.89,1.0,0.75,0.17,0.67,0.9,0.5,0.09,1.0,0.34
gss.csv,0.3,0.48,0.9,0.19,0.24,0.11,0.65,0.49,0.34,0.29,0.9,0.86,0.42,0.27,0.67,0.52,0.49,0.05,0.88,0.4
guineu.csv,0.54,0.36,0.76,0.17,0.18,0.18,0.66,0.46,0.17,0.17,0.92,0.71,0.5,0.31,0.63,0.85,0.0,0.18,0.65,0.44
inkscape.csv,0.32,0.48,0.79,0.17,0.41,0.11,0.75,0.4,0.2,0.28,0.85,0.76,0.38,0.13,0.64,0.57,0.53,0.04,0.58,0.42
mpqc.csv,0.22,0.27,0.0,0.0,0.13,0.29,0.5,0.36,0.09,0.19,0.93,0.62,0.32,0.19,0.59,0.54,0.15,0.06,0.5,0.34
nsis.csv,0.3,0.33,0.85,0.13,0.12,0.2,0.53,0.32,0.2,0.24,1.0,0.84,0.33,0.26,0.61,0.72,0.16,0.05,0.59,0.37
octave.csv,0.34,0.45,1.0,0.15,0.41,0.16,0.84,0.37,0.11,0.26,0.83,0.78,0.39,0.33,0.67,0.09,0.5,0.1,0.54,0.38
owfs.csv,0.3,0.38,0.79,0.26,0.19,0.14,0.58,0.41,0.19,0.25,0.93,0.75,0.34,0.19,0.69,0.23,0.3,0.05,0.66,0.39
owlib.csv,0.41,0.59,0.79,0.22,0.23,0.1,0.64,0.54,0.3,0.32,0.9,0.82,0.64,0.32,0.84,0.6,0.49,0.06,0.93,0.45
pamguard.csv,0.3,0.38,0.79,0.19,0.21,0.15,0.54,0.47,0.37,0.21,0.92,0.81,0.38,0.33,0.78,0.27,0.34,0.0,0.73,0.38
papertoolkit.csv,0.34,0.47,1.0,0.17,0.25,0.12,0.71,0.5,0.13,0.33,0.95,0.81,0.75,0.4,0.67,0.42,0.67,0.25,0.69,0.35
prelude.csv,0.31,0.4,0.97,0.2,0.19,0.13,0.61,0.46,0.21,0.29,0.91,0.81,0.38,0.26,0.64,0.58,0.36,0.06,0.61,0.37
pustefix.csv,0.4,0.41,1.0,0.23,0.32,0.12,0.76,0.55,0.32,0.25,0.78,0.85,0.75,0.39,0.72,0.67,0.56,0.12,0.79,0.37
robocode.csv,0.39,0.52,1.0,0.35,0.25,0.13,0.72,0.7,0.21,0.38,0.91,0.8,0.56,0.37,0.67,0.58,0.5,0.09,0.6,0.41
scenemonitor.csv,0.43,0.5,0.93,0.19,0.3,0.15,0.67,0.52,0.64,0.3,0.88,1.0,0.68,0.3,0.75,0.16,0.42,0.04,0.92,0.41
tango-cs.csv,0.32,0.41,1.0,0.25,0.27,0.09,0.7,0.5,0.37,0.33,0.86,0.81,0.46,0.3,0.65,0.26,0.73,0.03,0.63,0.5
uwom-server.csv,0.29,0.58,0.0,0.0,0.32,0.13,0.75,0.53,0.23,0.36,0.89,0.88,0.27,0.33,0.52,0.55,0.7,0.11,0.54,0.41
zengine.csv,0.31,0.4,0.86,0.14,0.18,0.16,0.57,0.45,0.19,0.25,0.93,0.97,0.38,0.27,0.64,0.55,0.38,0.05,0.59,0.39
