,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.71,0.72,0.74,0.83,0.96,0.01
lazarus-ccr.csv,0.05,0.85,0.7,0.92,0.93,0.64
lcfizvtop.csv,0.71,0.84,0.91,0.59,0.18,0.61
migen.csv,0.65,0.06,0.76,0.84,0.91,0.79
mvnforum.csv,0.92,0.86,0.11,1.0,0.86,0.79
plplot.csv,0.75,0.8,0.85,0.0,0.71,0.61
