,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.5,0.46,0.33,0.3,0.18,1.0
lazarus-ccr.csv,0.96,0.33,0.29,0.26,0.15,0.9
lcfizvtop.csv,0.46,0.46,0.2,0.53,1.0,0.91
migen.csv,0.64,1.0,0.33,0.2,0.25,0.91
mvnforum.csv,0.67,0.45,1.0,0.0,0.12,0.88
plplot.csv,0.51,0.43,0.3,1.0,0.19,0.9
