,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.51,0.65,0.5,0.38,0.39,0.5,0.62,0.61,0.53,1.0,0.86,0.7,0.51,0.55,0.55,0.38
biodwh.csv,0.78,0.83,0.67,0.66,0.53,0.87,0.69,0.74,0.72,1.08,0.76,0.64,0.54,0.64,0.2,0.37
blue-c.csv,0.75,0.6,0.83,0.59,0.48,0.31,0.98,0.46,0.62,0.85,1.0,0.81,0.59,0.68,0.61,0.98
cities3d.csv,0.7,0.8,0.71,1.0,0.43,0.54,0.67,0.61,0.75,1.14,0.68,1.0,0.6,0.69,0.58,0.34
firebird.csv,0.66,0.53,0.59,0.51,0.61,0.5,0.94,0.53,0.58,0.92,0.99,0.91,0.68,0.61,1.0,0.86
jcache.csv,0.56,0.88,0.67,0.44,0.92,1.0,0.83,0.76,0.73,0.88,0.88,0.74,0.85,0.86,0.55,0.17
jparsec.csv,0.8,0.62,0.67,0.95,0.72,1.0,0.66,0.86,0.9,0.59,0.35,0.68,0.88,0.79,0.75,0.36
mscore.csv,0.8,0.64,0.93,0.43,0.5,0.46,0.96,0.43,0.56,0.96,0.99,0.81,0.67,0.7,0.94,0.53
nabu-library.csv,0.93,0.67,0.75,0.83,0.9,0.73,0.88,0.73,0.71,0.25,0.74,0.62,0.57,0.9,1.03,0.72
ns-3-dev-def-routing.csv,0.54,0.61,0.55,0.37,0.51,0.31,0.66,0.58,0.63,1.0,0.91,0.68,0.53,0.62,0.59,0.45
open-ms.csv,0.53,0.64,0.67,0.72,0.65,0.54,0.61,0.55,0.64,0.9,0.8,0.52,0.63,0.57,0.6,0.41
popeye-chess.csv,0.5,0.62,0.58,0.45,0.76,0.48,0.69,0.47,0.69,0.76,0.59,0.62,0.58,0.63,0.79,0.37
qgo.csv,0.18,0.8,0.52,0.52,0.87,0.57,0.67,0.86,0.75,0.46,0.44,0.77,0.85,0.76,0.77,0.27
webdriver.csv,0.6,0.71,0.75,0.44,0.51,0.36,0.36,0.51,0.61,0.96,0.69,0.67,0.58,0.58,0.74,0.43
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.38,1.0,1.0,1.0,0.34
yafdotnet.csv,0.55,0.66,0.66,0.44,0.82,0.48,0.66,0.54,0.38,0.96,0.54,0.6,0.66,0.67,0.7,0.32
