,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,1.0,0.71,0.55,0.83,0.43,0.5,0.49,0.66,0.7,1.0,0.68,0.85,0.32,0.37
encog-cs.csv,1.0,0.51,0.47,0.86,0.79,0.73,0.92,0.86,0.65,0.23,0.82,0.9,1.0,0.89
extprosys.csv,1.0,0.86,0.64,0.95,0.96,0.77,0.38,0.66,0.91,1.0,0.84,0.65,0.35,0.58
intact.csv,1.0,0.76,0.51,0.5,0.75,0.67,0.21,0.42,0.77,0.95,0.92,0.25,0.3,0.26
japano.csv,0.0,0.94,0.83,0.83,0.75,0.83,0.95,0.71,0.92,0.73,0.74,0.9,0.88,0.74
lockss.csv,1.0,0.39,0.21,0.11,0.29,0.1,0.26,0.34,0.15,0.68,0.63,0.2,0.02,0.21
officefloor.csv,1.0,0.2,0.3,0.48,0.29,0.4,0.03,0.41,0.35,0.23,0.63,0.05,0.02,0.42
opennms.csv,1.0,0.33,0.08,0.12,0.68,0.13,0.62,0.08,0.27,0.41,0.24,0.45,0.08,0.0
primefaces.csv,1.0,0.67,1.0,0.71,0.75,0.83,0.74,0.82,0.98,0.91,0.97,0.75,0.82,0.95
rohxel.csv,1.0,0.33,0.75,0.29,0.21,0.33,0.77,0.35,0.18,0.23,0.26,0.25,0.7,0.05
roolo.csv,0.0,0.65,0.89,0.76,0.96,0.77,0.33,0.38,0.52,0.64,0.84,0.7,0.88,0.79
sevenupdate.csv,1.0,0.73,1.0,1.0,0.82,1.0,0.97,1.0,0.92,0.41,0.97,1.0,0.98,1.0
web-cat.csv,1.0,0.43,0.91,0.88,0.79,0.87,0.85,0.66,0.92,0.82,0.87,0.65,0.57,0.74
