,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.57,0.4,0.55,0.46,0.57,0.57,0.47
flexpay.csv,0.46,0.69,0.64,0.95,0.89,0.43,0.6
modellus.csv,0.52,0.61,0.47,0.85,0.83,0.42,0.39
open-data-kit.csv,0.45,0.37,0.47,0.36,0.76,0.4,0.49
phet.csv,0.82,0.59,0.99,0.61,0.45,0.7,0.54
qtractor.csv,0.43,0.52,0.46,0.56,0.61,0.4,0.46
sumatrapdf.csv,0.38,0.41,0.39,0.36,0.58,0.43,0.39
