,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.28,0.42,0.74,0.17,0.37
nabu-library.csv,0.27,0.23,0.48,0.39,0.84
pcgen.csv,0.27,0.69,0.21,0.33,0.05
selenium.csv,0.69,0.71,0.61,0.73,0.37
tolven.csv,0.49,0.56,0.09,0.81,0.05
