,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.42,0.32,0.56,0.14,0.4
nabu-library.csv,0.54,0.38,0.28,0.35,0.77
pcgen.csv,0.54,0.66,0.27,0.31,0.5
selenium.csv,0.7,0.64,0.31,0.41,0.44
tolven.csv,0.71,0.74,0.1,0.61,0.8
