,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.1,0.5,0.15,0.2,0.0,0.56,0.22,0.45,0.07,0.85,0.16,0.18,0.2,0.02,0.63,0.19,0.53,0.02,0.5,0.22
autofac.csv,0.58,0.0,0.15,0.39,0.29,0.37,0.45,0.55,0.27,0.52,0.49,0.76,0.04,0.51,0.77,0.43,0.44,0.63,0.2,0.44
azureus.csv,0.61,0.81,0.82,0.34,0.83,0.66,0.78,0.73,0.4,0.22,0.78,0.44,0.78,0.56,0.7,0.19,0.69,0.65,0.6,0.39
coot.csv,0.52,0.0,0.0,0.51,0.57,0.5,0.59,0.71,0.27,0.75,0.92,0.88,0.0,0.63,0.77,0.27,0.56,0.53,0.9,0.72
cuberok.csv,0.7,0.94,0.61,0.51,0.26,0.46,0.34,0.38,0.4,0.45,0.25,0.53,0.85,0.54,0.57,0.43,0.31,0.21,0.2,0.31
dsworkbench.csv,0.03,0.38,0.15,0.27,0.26,0.57,0.24,0.07,0.32,0.55,0.04,0.05,0.02,0.27,0.1,0.22,0.38,0.33,0.1,0.14
gabel.csv,0.42,0.44,0.09,0.32,0.17,0.3,0.34,0.25,0.3,0.14,0.2,0.02,0.0,0.27,0.2,0.11,0.66,0.09,0.1,0.11
gephex.csv,0.42,1.0,1.0,0.9,0.6,0.58,1.0,0.67,0.98,0.31,0.84,0.61,0.59,0.32,0.57,0.95,1.0,0.91,0.4,0.64
haggle.csv,0.12,0.12,0.0,0.51,0.0,0.06,0.05,0.14,0.0,0.39,0.08,0.3,0.15,0.05,0.27,0.19,0.41,0.0,0.0,0.06
icescrum.csv,0.27,0.25,0.09,0.24,0.34,0.43,0.4,0.37,0.28,0.17,0.35,0.08,0.11,0.37,0.73,0.3,0.16,0.37,0.2,0.36
javaprofiler.csv,0.88,0.88,0.36,0.83,0.77,0.79,0.74,0.68,0.6,0.69,0.65,0.85,0.26,0.71,0.6,0.59,0.62,0.79,0.7,0.19
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.54,0.38,0.79,0.39,0.66,0.22,0.31,0.64,0.48,0.25,0.33,0.35,0.76,0.83,0.77,0.38,0.94,0.6,0.7,0.17
octet.csv,0.1,0.38,0.73,0.34,0.57,0.52,0.45,0.3,0.33,0.42,0.12,0.2,0.04,0.46,0.47,0.46,0.59,0.47,0.4,0.33
openefm.csv,0.31,0.81,0.27,0.56,0.37,0.5,0.55,0.42,0.67,0.41,0.04,0.53,0.43,0.27,0.2,0.59,0.88,0.26,0.2,0.42
rcp-company-uibindings.csv,0.22,0.62,0.33,0.37,0.51,0.46,0.38,0.33,0.23,0.4,0.41,0.03,0.33,0.56,0.57,0.49,0.22,0.47,0.0,0.19
servicestack.csv,0.03,0.38,0.03,0.12,0.0,0.05,0.19,0.04,0.0,0.07,0.0,0.0,0.22,0.0,0.07,0.0,0.09,0.0,0.1,0.0
synecdoche.csv,0.63,0.62,0.52,0.15,1.0,0.63,0.33,0.58,0.2,0.42,0.61,0.35,0.54,0.34,0.63,0.16,0.81,0.19,0.3,0.53
tmva.csv,0.99,0.94,1.0,0.76,0.49,0.88,0.88,0.98,0.28,0.97,0.9,0.74,1.0,0.68,0.73,0.32,0.91,0.16,1.0,0.89
wsmt.csv,0.37,0.38,0.67,0.17,0.0,0.24,0.22,0.34,0.02,0.27,0.22,0.8,0.7,0.07,0.23,0.08,0.19,0.07,0.5,0.39
