,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.38,0.46,0.35,0.41,0.29,0.39,0.39,0.36,0.33,0.34,0.42,0.45,0.43
fido.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.32,0.35,0.34,0.41,0.3,0.31,0.32,0.33,0.32,0.3,0.41,0.4,0.37
fluent-nhibernate.csv,0.83,0.91,0.93,0.83,0.96,0.67,0.9,0.98,0.67,0.93,0.67,0.93,0.94
galaxium.csv,0.5,0.9,0.6,0.42,0.53,0.68,0.7,0.5,0.45,0.67,0.67,0.64,0.6
itext.csv,0.32,0.38,0.45,0.45,0.39,0.95,0.7,0.41,0.42,0.46,0.7,0.52,0.43
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
mediaportal.csv,0.45,0.41,0.82,0.56,0.68,0.46,0.57,0.95,0.43,0.4,0.8,0.64,0.7
ninject.csv,0.55,0.89,0.69,0.69,0.71,0.75,0.93,0.64,0.88,0.0,0.75,0.94,0.9
smartgwt.csv,0.48,0.96,0.55,0.55,0.58,0.64,0.48,0.6,0.71,0.83,0.87,0.89,0.83
sqlpower-library.csv,0.45,0.6,0.57,0.44,0.66,0.67,0.33,0.49,0.34,0.45,0.67,0.59,0.71
stuproa-cims.csv,0.39,0.78,0.37,0.42,0.55,0.34,0.45,0.37,0.34,0.39,0.44,0.45,0.42
uface.csv,0.41,0.38,0.42,0.72,0.38,0.37,0.37,0.39,0.38,0.38,0.41,0.4,0.38
