,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.78,0.4,0.4,0.18,0.43,0.22,0.16,0.45
anaxagora.csv,0.61,0.7,0.0,0.45,0.71,0.26,0.51,0.66
botsnscouts.csv,0.74,0.59,0.13,0.71,0.62,0.75,0.4,0.64
emisview.csv,0.78,0.67,0.27,0.41,0.38,0.36,0.09,0.52
matrex.csv,0.06,0.2,0.64,0.51,0.12,0.83,0.24,0.15
mediaportal.csv,0.27,0.2,0.12,0.38,0.28,0.33,0.13,0.62
mediate.csv,0.74,0.11,0.63,0.37,0.33,0.38,0.23,0.32
ontopia.csv,0.48,0.55,0.34,0.29,0.47,0.41,0.76,0.59
