,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.82,0.35,0.36,0.15,0.38,0.19,0.13,0.41
anaxagora.csv,0.91,0.7,1.0,0.44,0.71,0.84,0.8,0.85
botsnscouts.csv,0.73,0.61,0.92,0.7,0.62,0.77,0.75,0.68
emisview.csv,0.82,0.65,0.23,0.37,0.33,0.32,0.07,0.49
matrex.csv,0.05,0.17,0.64,0.48,0.1,0.82,0.2,0.12
mediaportal.csv,0.23,0.17,0.1,0.33,0.24,0.29,0.11,0.6
mediate.csv,0.77,0.09,0.67,0.33,0.29,0.73,0.2,0.28
ontopia.csv,0.55,0.7,0.31,0.26,0.57,0.37,0.75,0.61
