,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.38,0.92,0.5,0.8,0.74,0.86,0.92,0.65
anaxagora.csv,0.3,0.5,0.32,0.5,0.55,0.37,0.38,0.34
botsnscouts.csv,0.43,0.35,0.34,0.44,0.43,0.4,0.33,0.39
emisview.csv,0.38,0.55,0.8,0.61,0.87,0.64,0.86,0.59
matrex.csv,0.5,0.58,0.5,0.57,0.9,0.45,0.94,0.98
mediaportal.csv,0.89,0.88,0.88,0.67,0.89,0.71,0.89,0.52
mediate.csv,0.39,0.75,0.44,0.64,0.65,0.42,0.81,0.99
ontopia.csv,0.42,0.38,0.62,0.65,0.43,0.71,0.47,0.52
