,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,1.06,0.67,0.78,0.87,0.06,0.77,0.7,0.68,0.75,0.75,0.81,0.94
crisscross.csv,0.85,0.9,0.05,0.8,0.98,0.77,0.87,0.9,0.39,0.88,0.71,0.78
gabel.csv,1.0,1.0,1.0,0.94,1.0,0.96,0.98,0.97,0.0,1.0,1.0,0.99
jguard.csv,1.03,1.04,0.84,0.61,0.74,0.82,0.7,0.07,0.89,0.91,0.68,0.79
jitterbit.csv,0.58,1.11,0.54,0.75,0.83,0.04,0.57,0.79,0.72,0.75,0.93,0.57
mycila.csv,1.31,0.92,0.82,0.92,0.85,0.97,0.96,0.94,0.88,0.74,0.0,0.92
nova.csv,0.57,0.23,0.59,0.49,0.65,0.64,0.73,0.81,0.48,0.64,0.74,0.75
ontomorphtab.csv,0.54,0.98,0.91,0.03,0.78,0.83,0.92,0.66,0.67,0.88,0.79,0.9
tmva.csv,0.26,0.78,0.62,0.57,0.81,0.55,0.7,0.58,0.54,0.85,0.7,0.01
vienna-add-in.csv,1.07,0.48,0.81,0.65,0.72,0.76,0.0,0.78,0.72,0.81,0.8,0.67
vrjuggler.csv,0.73,0.93,0.81,0.89,0.84,0.79,0.97,0.95,0.82,0.06,1.0,0.95
wpdev.csv,0.0,0.98,0.82,0.76,1.0,0.99,1.0,0.98,1.0,1.0,1.0,1.0
