,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,464.5,890.5,97.5,190.0,99.0,196.0,292.5,89.5,99.0
exordium.csv,187.0,529.5,97.5,93.5,97.5,95.5,186.5,91.5,87.5
flexpay.csv,570.5,1106.0,96.5,89.5,99.0,97.5,557.0,186.0,87.5
mptvseries.csv,78.5,734.0,97.5,190.0,99.0,323.0,55.5,0.0,96.5
openmsx.csv,857.0,914.5,96.5,289.0,196.0,373.0,96.5,289.0,274.5
qtractor.csv,185.0,796.5,97.5,190.0,99.0,97.5,963.0,186.0,99.0
synergyspace.csv,478.5,824.0,96.5,190.5,198.0,97.5,347.0,91.5,98.5
tango-cs.csv,484.5,1019.0,97.5,192.5,99.0,196.0,292.5,186.0,98.5
toped.csv,852.5,1289.5,97.5,192.5,198.0,196.0,292.5,289.0,99.0
