,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.49,0.55,0.62,0.56,0.73,0.55,0.64
encog-java.csv,0.67,0.18,0.04,0.27,0.3,0.26,0.17
galaxium.csv,0.68,0.72,0.49,0.74,0.45,0.55,0.79
h2database.csv,0.61,0.66,0.13,0.69,0.28,0.35,0.27
haphazard.csv,0.48,0.26,0.41,0.34,0.06,0.58,0.28
jaql.csv,0.69,0.59,0.38,0.68,0.46,0.34,0.51
raven-monitoring.csv,0.4,0.37,0.71,0.38,0.04,0.63,0.47
