,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.83,0.7,0.55,0.56,0.43,0.61,0.69
encog-java.csv,0.44,0.85,0.97,0.77,0.75,0.91,0.86
galaxium.csv,0.61,0.48,0.72,0.54,0.63,0.78,0.26
h2database.csv,0.51,0.43,0.89,0.43,0.76,0.77,0.77
haphazard.csv,0.64,0.88,0.68,0.73,0.96,0.51,0.95
jaql.csv,0.63,0.54,0.7,0.42,0.61,0.81,0.56
raven-monitoring.csv,0.71,0.78,0.39,0.71,0.99,0.6,0.79
