,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.4,0.46,0.44,0.51,0.68,0.57,0.44
encog-java.csv,0.6,0.97,0.67,0.97,0.63,0.5,0.89
galaxium.csv,0.46,0.48,0.49,0.39,0.49,0.33,0.53
h2database.csv,0.59,0.62,0.86,0.44,0.86,0.62,0.9
haphazard.csv,0.65,0.67,0.74,0.83,0.89,0.72,0.68
jaql.csv,0.37,0.49,0.56,0.45,0.47,0.38,0.64
raven-monitoring.csv,0.67,0.58,0.56,0.66,0.97,0.42,0.58
