,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.91,0.6,0.63,0.54,0.76,0.54,0.83
encog-java.csv,0.66,0.15,0.03,0.23,0.26,0.23,0.14
galaxium.csv,0.8,0.77,0.49,0.85,0.4,0.85,0.77
h2database.csv,0.59,0.64,0.11,0.68,0.24,0.31,0.23
haphazard.csv,0.45,0.23,0.37,0.3,0.05,0.54,0.26
jaql.csv,0.86,0.57,0.34,0.66,0.42,0.31,0.46
raven-monitoring.csv,0.36,0.34,0.71,0.34,0.03,0.69,0.49
