,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.83,0.58,0.4,0.33,0.36,0.4,0.67
encog-java.csv,0.27,0.06,0.04,0.06,0.15,0.48,0.05
galaxium.csv,0.58,0.43,0.5,0.52,0.18,0.77,0.13
h2database.csv,0.3,0.23,0.06,0.29,0.06,0.33,0.02
haphazard.csv,0.33,0.41,0.27,0.21,0.04,0.21,0.59
jaql.csv,0.62,0.32,0.25,0.25,0.19,0.42,0.14
raven-monitoring.csv,0.32,0.41,0.27,0.27,0.21,0.52,0.6
