,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.04,0.0,0.29,0.0,0.98,0.47,0.22,0.05,0.12,0.0,0.0,0.2,0.04,0.15,0.28,0.1
codeblocks.csv,0.58,0.99,0.37,0.36,0.38,0.61,0.81,0.26,0.51,0.19,0.11,0.5,0.88,0.06,0.64,0.34
grisbi.csv,0.66,0.82,0.63,0.73,0.34,0.67,1.0,0.22,0.41,0.15,0.11,0.47,0.91,0.62,0.68,0.38
libmesh.csv,0.24,0.07,0.46,0.3,0.32,0.42,0.46,0.14,0.93,0.17,0.33,0.12,0.45,0.67,0.15,0.03
mesa3d.csv,0.25,0.36,0.39,0.5,0.27,0.53,0.22,0.18,0.24,0.22,0.07,0.27,0.34,0.29,0.46,0.88
panda3d.csv,0.13,0.49,0.3,0.19,0.3,0.31,0.36,0.08,0.21,0.27,0.07,0.93,0.34,0.3,0.42,0.26
proftp.csv,0.34,0.42,0.58,0.42,0.24,0.97,0.3,0.16,0.1,0.22,0.17,0.33,0.17,0.45,0.39,0.29
qmmp.csv,0.64,0.61,0.5,0.65,0.33,0.59,0.77,0.19,0.36,0.2,0.13,0.4,0.75,0.37,0.99,0.37
red5.csv,0.46,0.49,0.46,1.0,0.37,0.3,0.72,0.36,0.28,0.23,0.12,0.18,0.38,0.18,0.43,0.23
soar.csv,0.61,0.63,0.66,0.53,0.29,0.43,0.45,0.25,0.51,0.15,0.09,0.43,0.9,0.98,0.53,0.31
super-tux.csv,0.66,0.85,0.54,0.6,0.34,0.67,0.9,0.25,0.53,0.2,0.1,0.48,1.0,0.06,0.66,0.35
t-2.csv,0.57,0.65,0.47,0.59,0.37,0.32,0.83,0.96,0.55,0.19,0.14,0.38,0.77,0.62,0.54,0.25
tart.csv,0.13,0.02,0.23,0.0,0.0,0.16,0.03,0.01,0.0,0.0,1.0,0.04,0.04,0.57,0.06,0.0
tcvp.csv,0.28,0.49,0.46,0.3,0.18,0.5,0.34,0.05,0.07,0.94,0.09,0.41,0.28,0.68,0.42,0.25
utgb.csv,0.26,0.41,0.99,0.35,0.23,0.28,0.22,0.24,0.47,0.17,0.06,0.33,0.51,0.65,0.24,0.32
xbrlapi.csv,0.98,0.4,0.13,0.5,0.24,0.36,0.14,0.18,0.29,0.29,0.05,0.33,0.31,0.48,0.41,0.31
